"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Serious games in cognitive training for Alzheimer's patients","F. Imbeault; B. Bouchard; A. Bouzouane","LIARA laboratory, Université du Quàbec à Chicoutimi, Chicoutimi, Canada; LIARA laboratory, Université du Quàbec à Chicoutimi, Chicoutimi, Canada; LIARA laboratory, Université du Quàbec à Chicoutimi, Chicoutimi, Canada",2011 IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH),"9 Mar 2012","2011","","","1","8","Research on progressive dementia increased significantly in the past years due to the urgency of the aging population. Patients suffering from such dementia, for instance Alzheimer's disease, lose efficiency in cognitive spheres such as memory, planning skills, initiative and perseverance. Some researchers tried to evaluate the potential of close-to-reality simulations and generic video games for brain training to stimulate the cognitive abilities of AD patients. Using recent advances in artificial intelligence such as learning, activity recognition and guidance to enhance this concept of training, we are proposing, in this paper, a detailed explanation of an adapted serious game we designed for this purpose. A prototype has been developed showing how to exploit AI techniques to create an affordable and accessible tool for cognitive training and allowing in-game estimation of the patient's cognitive performance.","","978-1-4673-0434-4","10.1109/SeGAH.2011.6165447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165447","algorithms;design;human factors;cognitive training;cognitive performance;serious game;alzheimer's disease;cognitive impairment","Games;Training;Artificial intelligence;Aging;Alzheimer's disease;Adaptation models","","50","1","26","IEEE","9 Mar 2012","","","IEEE","IEEE Conferences"
"Playing Tetris with non-invasive BCI","G. Pires; M. Torres; N. Casaleiro; U. Nunes; M. Castelo-Branco","Institute for Systems and Robotics, University of Coimbra, Coimbra, Portugal; Institute for Systems and Robotics, University of Coimbra, Coimbra, Portugal; Institute for Systems and Robotics, University of Coimbra, Coimbra, Portugal; Institute for Systems and Robotics, University of Coimbra, Coimbra, Portugal; Biomedical Institute for Research in Light and Image, University of Coimbra, Coimbra, Portugal",2011 IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH),"9 Mar 2012","2011","","","1","6","This paper presents a non-invasive Brain Computer Interface (BCI) game that is inspired on the Tetris game. The BCI-Tetris is presented in three different versions. Two versions based on the P300 event related potential (ERP), and one version that combines the P300 ERP with the control of sensorimotor rhythms. The BCI-Tetris is being developed to be tested in pilot experiments with children with attention-deficit and hyperactivity disorder (ADHD). The results reported in this study with able-bodied participants show that the BCI-Tetris can be effectively controlled.","","978-1-4673-0434-4","10.1109/SeGAH.2011.6165454","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165454","Games;BCI;P300;Motor imagery;ADHD","Games;Training;Electroencephalography;Calibration;Visualization;Robot sensing systems;Neurofeedback","","48","","20","IEEE","9 Mar 2012","","","IEEE","IEEE Conferences"
"Improving communication skills of children with ASDs through interaction with virtual characters","B. Abirached; Yan Zhang; J. K. Aggarwal; B. Tamersoy; T. Fernandes; J. C. Miranda; V. Orvalho","School of Information, University of Texas, Austin, Austin, USA; School of Information, University of Texas, Austin, Austin, USA; Department of Electrical & Computer Engineering, University of Texas, Austin, Austin, USA; Department of Electrical & Computer Engineering, University of Texas, Austin, Austin, USA; Instituto Telecomuicações, Universidade do Porto, Porto, Portugal; Instituto Telecomuicações, Universidade do Porto, Porto, Portugal; Instituto Telecomuicações, Universidade do Porto, Porto, Portugal",2011 IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH),"9 Mar 2012","2011","","","1","4","This article presents the LIFEisGAME project, a serious game that will help children with ASDs to recognize and express emotions through facial expressions. The game design tackles the main experiential learning cycle of emotion recognition: watch and recognize, learn by doing, recognize and mimic, generalize or knowledge transfer to real life. We briefly describe the technology behind the character animation pipeline centered on the creation of a generic rig. Then, we detail the facial expression analyzer that uses Active Appearance Models. Last, we describe the user study experiment using game mode “recognize the expression”.","","978-1-4673-0434-4","10.1109/SeGAH.2011.6165464","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165464","autism spectrum disorder;emotions;serious games;facial animation;emotion recognition;HCI;consumer health informatics","Games;Avatars;Emotion recognition;Face recognition;Face;Autism;Three dimensional displays","","34","","11","IEEE","9 Mar 2012","","","IEEE","IEEE Conferences"
"Simulating visual impairments using the Unreal Engine 3 game engine","J. Lewis; D. Brown; W. Cranton; R. Mason","School of Computing & Technology, Nottingham Trent University, Nottingham, UK; School of Computing & Technology, Nottingham Trent University, Nottingham, UK; School of Computing & Technology, Nottingham Trent University, Nottingham, UK; School of Computing & Technology, Nottingham Trent University, Nottingham, UK",2011 IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH),"9 Mar 2012","2011","","","1","8","This paper describes the development of a visual impairment simulator created using the Unreal Engine 3 game engine. A game mod based upon the Unreal Tournament 3 game was produced which harnessed the game engines post process chain functionality to reproduce the appearance of a series of visual impairments. This virtual reality environment was then tested by 3 different user groups: A set of professionally qualified opticians, a visually impaired consultant who runs impairment awareness workshops, and a group of students. The paper concludes that the Unreal Engine 3 was a suitable platform for developing an effective and accurate simulation of visual impairments. It also demonstrates that, following exposure to the virtual environment, users of the simulation reported and demonstrated a greater awareness of the nature of visual impairments. Furthermore they reported improved understanding of the difficulties visually impaired people face.","","978-1-4673-0434-4","10.1109/SeGAH.2011.6165430","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165430","modding;unreal;game;post-process;VR;simulator;udk","Visualization;Games;Engines;Solid modeling;Training;Three dimensional displays;Educational institutions","","30","","19","IEEE","9 Mar 2012","","","IEEE","IEEE Conferences"
"Game of gifts purchase: Computer-based training of executive functions for the elderly","Á. López-Martínez; S. Santiago-Ramajo; A. Caracuel; C. Valls-Serrano; M. J. Hornos; M. J. Rodríguez-Fórtiz","Department Lenguajes y Sistemas Informáticos, University of Granada, Granada, Spain; Department Personality, Evaluation and Psychological, Treatment, University of Granada, Granada, Spain; Universidad de Granada, Granada, AndalucÃ­a, ES; Department Personality, Evaluation and Psychological, Treatment, University of Granada, Granada, Spain; Department Lenguajes y Sistemas Informáticos, University of Granada, Granada, Spain; Department Lenguajes y Sistemas Informáticos, University of Granada, Granada, Spain",2011 IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH),"9 Mar 2012","2011","","","1","8","This paper presents a game that is integrated into a computer-based training program for several cognitive tasks in the elderly. People with Age-Associated Cognitive Decline (AACD) and people with Mild Cognitive Impairment (MCI) are its target population. The game, which is specially intended to improve or maintain executive functioning, requests users to buy some gifts to some imaginary close relatives, taking into account a budget that should not be exceeded and some specified criteria about their preferences. The aim is the training of users' planning ability, as well as the needed organization to achieve the planned goals. In addition to give details of the design and implementation of this game, the paper presents its validation, using standardized neuropsychological measures. To do that, an experimental pilot study has been carried out with 20 people over 60 years. Once the game has been validated, more people are using it.","","978-1-4673-0434-4","10.1109/SeGAH.2011.6165448","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165448","cognitive stimulation;computer-based training;executive functions;planning ability;age-associated cognitive decline;mild cognitive impairment;elderly","Games;Training;Senior citizens;Software;Computers;Dementia;Computer applications","","26","","38","IEEE","9 Mar 2012","","","IEEE","IEEE Conferences"
"PlayWithEyes: A new way to test children eyes","A. De Bortoli; O. Gaggi","Department of Pure and Applied Mathematics, University of Padua, Padua, Italy; Department of Pure and Applied Mathematics, University of Padua, Padua, Italy",2011 IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH),"9 Mar 2012","2011","","","1","4","One of the major problems of doctors when dealing with children is to capture and maintain their attention. This is particularly true for oculists that must test children eyes, especially if they are very young. In this paper we present PlayWithEyes, a serious game that aims at testing the children eyes while they are having fun playing with Lea symbols and images taken from popular cartoons, using a touch interface. PlayWithEyes was created to perform screening of visual acuity of very young children, since early diagnosis is very important for some sight defects like amblyopia (lazy eye).","","978-1-4673-0434-4","10.1109/SeGAH.2011.6165458","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165458","serious games;game-based diagnosis;assistive technologies;multimedia applications;mobile devices;natural human interaction","Games;Pediatrics;Visualization;Vision defects;Software;Servers","","20","","13","IEEE","9 Mar 2012","","","IEEE","IEEE Conferences"
"Serious game as a tool to intellectual disabilities therapy: Total challenge","T. Martins; V. Carvalho; F. Soares; M. F. Moreira","Industrial Electronics Department, University of Minho, Guimaraes, Portugal; Industrial Electronics Department, University of Minho, Guimaraes, Portugal; Industrial Electronics Department, University of Minho, Guimaraes, Portugal; Association for Mental Disable People, APPACDM, Braga, Portugal",2011 IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH),"9 Mar 2012","2011","","","1","7","Nowadays there are games that involving a challenge and using a reward system are designed to solve problems in several areas. These games, called serious games, do not put aside the entertainment, although this is not their main purpose. Among the problems that can be solved or at least mitigated with the help of serious games, there are highlighted those involving health care and especially intellectual disabilities. Despite the existence of a variety of serious games intended to minimize health problems, there is still much work to be conducted within the problems related to intellectual deficiency. Thus, this study intends to investigate the evolution of patients with intellectual disabilities using a serious game capable of monitoring their evolution, concerning memory, decision-making time, capacity of observation, learning and applying knowledge.","","978-1-4673-0434-4","10.1109/SeGAH.2011.6165444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165444","serious game;intellectual disabilities;therapy","Games;Medical treatment;Monitoring;Decision making;Materials;Internet;Education","","20","","17","IEEE","9 Mar 2012","","","IEEE","IEEE Conferences"
"Smartphone's physiatric serious game","D. Deponti; D. Maggiorini; C. E. Palazzi","Dipartimento di Informatica e Comunicazione, Università degli Studi di Milano, Milano, Italy; Dipartimento di Informatica e Comunicazione, Università degli Studi di Milano, Milano, Italy; Dipartimento di Matematica Pura e Applicata, Università degli Studi di Padova, Padova, Italy",2011 IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH),"9 Mar 2012","2011","","","1","8","Games are not just fun, they can also be used to generate serious benefits for people. The current popularity of smartphones endowed with sensorial, computational and communication capabilities is generating new potential. An interesting case study regards serious games for healthcare purposes and, to this aim, we focus on physiatric rehabilitation of articulations and show how to create a smartphone's serious game for this purpose. In essence, we developed a prototype for a new generation of gametherapies; our application represents a step forward with respect to traditional therapies as it allows for low-cost, ubiquitous exercises with the support of both instantaneous digital feedback from the application and continuous monitoring/interaction with a remote doctor.","","978-1-4673-0434-4","10.1109/SeGAH.2011.6165434","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165434","physiatry;smartphone;serious game;ubiquitous healthcare","Games;Smart phones;Sensors;Computers;Medical treatment;Tracking","","19","","38","IEEE","9 Mar 2012","","","IEEE","IEEE Conferences"
"Can participating in games based learning improve mathematic skills in students with intellectual disabilities?","D. J. Brown; J. Ley; L. Evett; P. Standen","Computing and Technology Team, School of Science and Technology, Nottingham Trent University, Nottingham, UK; Computing and Technology Team, School of Science and Technology, Nottingham Trent University, Nottingham, UK; Computing and Technology Team, School of Science and Technology, Nottingham Trent University, Nottingham, UK; Division of Rehabilitation and Aging, Queens Medical Centre, University of Nottingham, Nottingham, UK",2011 IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH),"9 Mar 2012","2011","","","1","9","This study assesses whether participating in games based learning can improve mathematical skills in students with intellectual disabilities (ID), a functional skill that promotes greater inclusion in society, health and well being. Sixteen key stage 2 to 5 students with ID participated in the study. A matched pairs design was used, with 8 students playing the intervention game teaching manipulation of fractions, and 8 students playing a battery of control games. The students played the games over five, twenty minute, weekly sessions with two baseline non-standardized measures of mathematical skills taken both before and after intervention. Participants in the intervention group significantly improved their understanding of fractions, whilst those in the control group showed no significant improvement. The majority demonstrated an increase in both the difficulty of the games played and their in-game scores, showing that participating in games based learning can improve mathematical skills in students with ID.","","978-1-4673-0434-4","10.1109/SeGAH.2011.6165461","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165461","games based learning;intellectual disability;mathematical skills;independence;inclusion","Games;Shape;Particle measurements;Atmospheric measurements;Education;Dairy products;Mathematics","","18","","21","IEEE","9 Mar 2012","","","IEEE","IEEE Conferences"
"Designing personalized therapeutic serious games for a pervasive assistive environment","R. N. Madeira; N. Correia; A. C. Dias; M. Guerra; O. Postolache; G. Postolache","Interactive Multimedia Group, DI FCT, New University of Lisbon, Monte de Caparica, Portugal; Interactive Multimedia Group, DI FCT, New University of Lisbon, Monte de Caparica, Portugal; Instituto de Telecomunicações, Instituto Superior Técnico, Lisboa, Portugal; Instituto de Telecomunicações, Instituto Superior Técnico, Lisboa, Portugal; Centro de Saúde do Lumiar, ACES Lisboa-Norte, Lisboa, Portugal; Escola Superior de Saúde, Universidade Atlântica, Lisboa, Portugal",2011 IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH),"9 Mar 2012","2011","","","1","10","Serious games-based therapies are currently gaining massive interest of both computer science and healthcare communities. This paper focuses on the design and use of personalized therapeutic serious games in a pervasive healthcare assistive environment that integrates smart objects such as wheelchairs. The smart objects have embedded sensors to measure physiological parameters. Tablet PCs are being attached to the wheelchairs, serving several application purposes. We are in the process of studying and developing a serious games model, taking into account elements such as the use of RFID for game playing, tablets for interaction and patient's physiological vital signals for personalization and adaptation issues. The first prototype is directed to address therapeutics activities in aphasia and alexia, the most common speech and language disturbance in stroke and head trauma. The paper also describes the rationale, the game description and the main development issues behind this prototype.","","978-1-4673-0434-4","10.1109/SeGAH.2011.6165465","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165465","pervasive healthcare;aphasia rehabilitation;therapeutic serious games;personalization;smart objects","Games;Medical services;Wheelchairs;Monitoring;Intelligent sensors;Training","","17","","50","IEEE","9 Mar 2012","","","IEEE","IEEE Conferences"
