"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Experiencing Age-Related Movement Impairment Through Visual Delegation in VR Can Substitute Haptic Impairments of an Age Simulation Suit","S. Misztal; G. Carbonell; J. Schild","Interactive Reality Experiences, Hannover University of Applied Sciences and Arts, Hannover, Germany; Interactive Reality Experiences, Hannover University of Applied Sciences and Arts, Hannover, Germany; Interactive Reality Experiences, TH Köln, Cologne, Germany",2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),"19 Dec 2022","2022","","","1","8","To investigate limitations of older adults in everyday situations, age simulation suits are used to reflect on the experience of age-related impairments in body movement. However, age simulation suits have drawbacks in accessibility. As an alternative to a physical arm movement impairment induced by an age simulation suit, we designed a virtual arm movement impairment inside a virtual reality environment by using a visual tracking offset and a transparency effect. We compared our virtual movement impairment with the physical movement impairment of the “adit” age simulation suit and to a baseline without impairment in a between-groups user study (N=30). We investigated perceived arm movement impairment, task performance, presence, usability, and simulator sickness. Results show that the virtual impairment we designed can elicit comparable experiences as an age simulation suit while offering more flexibility and adaptability with users. With our paper we want to contribute to designing more effective visual pseudo-haptic effects for virtual reality age simulations.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978590","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978590","age simulation suit;physical movement impairment;pseudo-haptic sensation;virtual reality;visual delegate","Solid modeling;Adaptation models;Visualization;Tracking;Virtual reality;Serious games;Haptic interfaces","","1","","51","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Assessing the capabilities of the HTC Vive as a tool to assess the risk of falling in older people","J. A. Garcia; J. F. Tenorio","UTS Games Studio, University of Technology Sydney, Sydney, Australia; Faculty of Engineering and IT, University of Technology Sydney, Sydney, Australia",2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),"19 Dec 2022","2022","","","1","6","Falls affect 1 in 3 seniors every year. This can lead to traumatic brain injuries, fractures, and even death. Being able to identify those at risk is imperative. In the past few years, game technologies such as the Xbox Kinect, Nintendo Wii, Dance Mats, among others, have shown to be very effective in discriminating fallers from non-fallers. In a prior study, the authors proposed a Virtual Reality-based system to assess the risk of falling in the senior community. In this paper, we explore the accuracy of this system by comparing it with a well-established fall risk assessment tool. More importantly, we also investigate the effects of using three different avatar visualization modes in delivering this test (top-down view, puppeteer view and first-person view). We hypothesized that: (1) the VR system would show high similarities to the original version of the test; and (2) altering the sense of presence of our subjects would allow them to fully immerse and concentrate on the assessment tasks resulting in more accurate diagnosis data. Results suggest that the proposed VR-based system was fairly accurate in computing the fall risk assessment test. Also, participants reported quicker reaction times in the VR system suggesting that the proposed tool offers higher levels of immersion and intuitiveness.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978560","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978560","falls prevention;virtual reality;gamification;clinical assessment","Technical management;Statistical analysis;Sociology;Time measurement;Serious games;Reliability;Risk management","","","","14","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Markerless Motion Capture System to Detect Upper Limb Movement during Rehabilitation using Video Games","K. McNamara; A. P. L. Bo; A. McKittrick; G. Tornatore; S. Laracy; M. Desselle","School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, Australia; School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, Australia; Occupational Therapy Service, Royal Brisbane and Women's Hospital, Brisbane, Australia; Occupational Therapy Service, Royal Brisbane and Women's Hospital, Brisbane, Australia; Occupational Therapy Service, Royal Brisbane and Women's Hospital, Brisbane, Australia; Herston Biofabrication Institute, Metro North Hospital and Health Service, Brisbane, Australia",2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),"19 Dec 2022","2022","","","1","6","This paper presents a method that analyzes the frequency and duration of upper limb movement during rehabilitation using video games. In particular, an algorithm based on markerless motion capture employs a video recorded from behind the user to segment and classify elbow flexion and extension and shoulder abduction and rotation. The proposed method was evaluated in a study involving participants during burn rehabilitation. Within the implemented protocol, participants used two video games, namely Beatsaber when using an Oculus Quest virtual reality headset and Wii Sports when using a Nintendo Wii. The results demonstrate the feasibility to employ markerless motion capture in the clinical environment. Limitations of this method were also highlighted.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978581","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978581","Virtual Reality;OpenPose;Rehabilitation;Upper Limb;Burns;Deep Learning","Headphones;Video games;Protocols;Motion segmentation;Medical treatment;Virtual reality;Motion capture","","3","","13","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Design of exergames controlled by wearable devices for sensorimotor skills: a framework proposal","D. R. de Matos Jorge Ferreira; T. F. M. de Lima; G. A. de Assis; E. L. P. Ruivo; B. da Silva Rodrigues; A. G. D. Corrêa","Mackenzie Presbyterian University, São Paulo, Brazil; Federal University of Ouro Preto, Joao Monlevade, Brazil; Federal University of Ouro Preto, Joao Monlevade, Brazil; Mackenzie Presbyterian University, São Paulo, Brazil; Mackenzie Presbyterian University, São Paulo, Brazil; Mackenzie Presbyterian University, São Paulo, Brazil",2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),"19 Dec 2022","2022","","","1","8","The application of serious games in health has great potential, but it also presents some challenges. One of them is the effective combination of game design and development aspects with the therapeutic activities aimed at prevention, diagnosis, and motor rehabilitation. Aiming to help people with sensory-motor disabilities to acquire, recover or maintain their range of motion, wearable devices with sensors can be incorporated into the design to estimate and measure kinematic and dynamic parameters. The use of wearable technologies brings potential benefits in supporting therapeutic exercises but also increases the challenge, as it will require finding a proper balance between the particularities of the sensors, the game design, and the protocols established by health professionals. Many parameters associated with muscle biosignals, such as speed, joint angles, body gravity center, reaction forces, tremor, and overall progress of patients, can be obtained using wearable devices. However, their use combined with serious games for sensory-motor rehabilitation requires proper mapping of the signals acquired through the sensors into useful metrics to support therapists in treatment planning and monitoring the patient's evolution, and how both will be linked into the game design. In this paper, we present the conception of a framework to support the design of serious games controlled by wearable technologies that aim to assist healthcare professionals with sensory-motor skills rehabilitation of their patients.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978550","Mackenzie Presbyterian University, Sao Paulo, Brazil(grant numbers:0426/2021,23038.006837/2021-73); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978550","serious games;wearable device;framework;game design;sensory-motor rehabilitation;games for health","Protocols;Wearable computers;Games;Muscles;Particle measurements;Serious games;Planning","","3","","48","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Handy Juice Bar: a Hand Rehabilitation Game using Immersive VR and Finger Tracking","B. Zhang; A. P. L. Bo; A. McKittrick; G. Tornatore; S. Laracy; L. Townsend; M. Desselle","School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, Australia; School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, Australia; Occupational Therapy Service, Royal Brisbane and Women's Hospital, Brisbane, Australia; Occupational Therapy Service, Royal Brisbane and Women's Hospital, Brisbane, Australia; Occupational Therapy Service, Royal Brisbane and Women's Hospital, Brisbane, Australia; Queensland University of Technology, Brisbane, Australia; Metro North Hospital and Health Service, Herston Biofabrication Institute, Brisbane, Australia",2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),"19 Dec 2022","2022","","","1","6","Virtual reality is a part of normal daily activities for many people. Over time this modality has been adopted into healthcare to complement interventions and treatments. Benefits of immersive Virtual Reality Rehabilitation (VRR) may include increased motivation and an improved transfer of skills to real-world daily tasks which fits with core principles of occupational therapy practice. The introduction of VR headsets featuring controller-free finger tracking has allowed for the development of VRR games that do not need VR controllers. This is beneficial as patients with upper limb trauma may have difficulties with or may be unable to use VR controllers. In this paper, we present the development of a VRR game called “Handy Juice Bar”. We outline the process of design and development of this VRR, as well as a preliminary study to evaluate the performance in the game of upper limb rehabilitation patients. Twenty participants were recruited at occupational therapy services of one acute and one subacute hospital.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978599","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978599","Virtual Reality;Rehabilitation;Upper limb;Controller-free hand tracking;Occupational therapy","Headphones;Tracking;Hospitals;Virtual reality;Libraries;Serious games;Task analysis","","1","","13","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"E-textiles Assisting Healthcare, Rehabilitation, and Well-being - To whom, for What, and How?","C. Elo; E. -L. Rauhala; T. Ihalainen; O. ‘. Buruk; T. Vihriälä; E. Sipilä; T. Kosonen; J. Virkki","Faculty of Social Sciences, and Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland; Faculty of Social Sciences, and Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland; Faculty of Social Sciences, Tampere University, Tampere, Finland; Faculty of Information Technology and Communication Sciences, Tampere University, Tampere, Finland; Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland; Faculty of Information Technology and Communication Sciences, Tampere University, Tampere, Finland; Faculty of Social Sciences, and Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland; Faculty of Medicine and Health Technology, Tampere Institute for Advanced Study / Tampere University, Tampere, Finland",2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),"19 Dec 2022","2022","","","1","8","The use of e-textiles in healthcare, rehabilitation, and well-being (referred here as assistive e-textiles) is spreading for its obvious benefits, such as monitoring of physiological signals and vital signs. Although there are versatile studies on individual applications of assistive e-textiles, there are not many that include in the design process a wide variety of stakeholders who have roles in development or use of assistive technology. To provide stakeholder-oriented design knowledge regarding the development of assistive e-textiles, we organized five multidisciplinary ideation workshops for 50 participants with different backgrounds and roles. Many distinct ideas were created that targets a diverse set of users from different age groups, ability levels and even for non-human actors. Participants came up with ideas related to work environment, rehabilitation, healthcare, and daily life. This article presents those findings and discusses how those can help designers and researchers in the field.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978598","Academy of Finland(grant numbers:332168,337861,337653); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978598","Fashion/Clothing;Health Wellbeing;Individuals with Disabilities & Assistive technologies","Pediatrics;Conferences;Medical services;Assistive technologies;User interfaces;Serious games;Stakeholders","","","","52","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Exploring user profiles for healthy gamification","L. van der Neut; R. van Delden; T. Spil","Interaction Technology, University of Twente, Enschede, the Netherlands; Human Media Interaction (HMI), University of Twente, Enschede, the Netherlands; Industrial Engineering and Business Information Systems (IEBIS), University of Twente, Enschede, the Netherlands",2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),"19 Dec 2022","2022","","","1","7","Gamification in healthcare is still not widespread. One way to facilitate application of gamification is to understand the user via user profiles. This study introduces an easier way to categorize the user profiles in three groups instead of six (Hexad). Most of the survey's to categorize user groups are done with adolescents or students. This study takes a much more realistic sample of 274 Dutch households. The results show that designing within gamified mechanics based on a user profiles main motivation is an effective strategy for personalization. Based on these findings we propose a new user profiles model with three user profiles for healthcare that are mainly autonomy driven (Blue), competence driven (Red) and purpose driven (Green). Furthermore, the results indicate a more generic path towards including essential elements to create a basic understanding, get users involved, and provide them with content fitting their motivations. Further study is needed to show if the model can be used in various environments. The first test at an energy provider shows positive results.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978578","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978578","Gamification;Target groups;E-health","Sociology;Green products;Fitting;Medical services;Data models;Serious games;Statistics","","","","21","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Assessing Virtual Reality's potential to influence emotional states from negative to provide an instant positive effect","M. Chockalingam; A. Singh","University of Technology, Sydney, Sydney, Australia; Australian Artificial Intelligence Institute, University of Technology, Sydney, Sydney, Australia",2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),"19 Dec 2022","2022","","","1","9","Human beings' emotional states are strong yet delicate where any trigger of any size can cause it to reverse/worsen instantly into an uncontrollable state, such as a Panic attack. Panic Attacks are an episode of heightened negative emotions that causes difficulty in breathing, increased heartbeat and shaking to name a few. This study explores Virtual Reality (VR), an immersive technology, as a solution to manipulate emotional states from negative to provide an instant positive effect, instant being at 10 seconds for this study. By experimenting on nine participants who went through two negative and positive scenarios, their heart rate, as they changed from negative to positive scenario were analyzed. The findings proved to be fruitful as all participants experienced a decrease in heart rate, at least in one of the markers set at either 10 seconds or 1 minute. This study is an initial step with positive outcomes that VR does have the potential to manipulate and influence emotional states from negative to positive instantly.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978579","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978579","Panic Attacks;Virtual Reality;Instant;Influence;Emotional States","Heart rate;Visualization;Heart beat;Anxiety disorders;Virtual reality;Serious games;Research and development","","","","23","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"myHealth: a Mobile App for Home Muscle Rehabilitation","T. Franco; P. R. Henriques; P. Alves; M. J. V. Pereira; L. Sestrem; P. Leitão; A. Silva","Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Bragança, Portugal; ALGORITMI Centre, Universidade do Minho, Braga, Portugal; Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Bragança, Portugal; Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Bragança, Portugal; Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Bragança, Portugal; Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Bragança, Portugal; INOVA+, Porto, Portugal",2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),"19 Dec 2022","2022","","","1","7","The constant loss of functional capacity due to aging can lead to a less active and dignified life, especially if the necessary care is not taken. One of the treatments for muscle rehabilitation is electrostimulation, but it may require two or three visits to the clinic per week. In this paper is proposed a mobile application that serves as a key for minimizing the number of visits to the clinic. The proposed treatment for muscle rehabilitation is through a wearable system that can provide electrostimulation at the patient's home. The developed application called myHealth will serve as the interface between the patient and the physician. Besides managing the treatment sessions, the app is also in charge of operating the wearable system during the session. Thus, the communication defined between the systems is flexible; some parameter can be adjusted during the session. In this way, algorithms that can improve treatment performance can be implemented in the future. The tests performed showed that the app could successfully execute all the steps of the proposed home treatment scenario.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978561","European Regional Development Fund (ERDF); Fundação para a Ciência e a Tecnologia under Projects(grant numbers:UIDB/05757/2020,UIDB/00319/2020,2020.05704.BD); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978561","mhealth;electrostimulation;wearable system;muscle rehabilitation;home treatment","Performance evaluation;Machine learning algorithms;Protocols;Medical services;Muscles;Approximation algorithms;Electromyography","","1","","18","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Persuasive Games for Physical Activity in App Stores: A Systematic Review","C. Ndulue; R. Orji","Faculty of Computer Science, Dalhousie University, Halifax, Canada; Faculty of Computer Science, Dalhousie University, Halifax, Canada",2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),"19 Dec 2022","2022","","","1","6","Persuasive games (PGs) are effective at motivating desired behaviour change using various strategies. Over the years, increasing research attention has been focused on developing PGs targeted at motivating behaviour change in various domains, including physical activity. This paper presents a systematic review of 45 PGs from app stores with the aim to: (1) deconstruct and highlight trends with respect to the persuasive strategies employed and the various ways the strategies were implemented; (2) examine for relationships between the strategies employed and games rating - effectiveness, (3) understand the effective genres for physical activity PGs and (3) uncover pitfalls of existing PGs. Our review showed that the liking strategy, which deals with making games visually attractive, is the most implemented persuasive strategy in physical activity PGs existing on app stores. We revealed that the three most popular genres for physical activity PGs are casual, simulation, and adventure. We found a negative correlation between the number of persuasive strategies employed and game effectiveness (app average rating) for PGs reviewed. Based on our findings, we offer suggestions for developing physical activity PGs that can effectively promote behaviour change.","2573-3060","978-1-6654-8439-8","10.1109/SEGAH54908.2022.9978574","Natural Sciences and Engineering Research Council of Canada (NSERC); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978574","Persuasive Games;Persuasive Technology;HCI;Persuasive System design;Survey;Systematic Review;Games for Change;Physical Activity","Systematics;Correlation;Games;Market research;Serious games","","1","","23","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
