"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Rewarding Framework for Multiplayer Serious Games based on Competitive Reinforcement","Y. A. Sekhavat","Faculty of Multimedia, Tabriz Islamic Art University, Tabriz, Iran",2019 IEEE 7th International Conference on Serious Games and Applications for Health (SeGAH),"28 Oct 2019","2019","","","1","8","To promote a desired behavior in serious games, the rewarding mechanism is an important part of game design that can directly affect the game experience. In single player serious games, the rewarding system is generally performed by negative reinforcement (removing barriers for positive behaviors and creating barriers for negative behaviors) or positive reinforcement (providing facilities to progress in the game for positive behavior). Although research has shown the advantages of positive reinforcement compared to negative reinforcement, this issue is not well studied for multiplayer serious games. To address this problem, we propose a new rewarding framework, which is called competitive reinforcement rewarding. In this framework, a positive behavior of a player results in difficult conditions for other players competing in the game, while a negative behavior of a player facilitates the scoring process of opponents. We have applied this concept on a attention training game based on a multiplayer adversarial car racing game. We performed a comprehensive user study to evaluate the attention level, emotions and attitudes of players in competitive reinforcement versus positive/negative reinforcement versions. Our findings suggest that the competitive reinforcement rewarding framework provides more encouragement for players to increase and maintain their attention level than positive and negative reinforcement rewarding. We also showed that this rewarding framework can affect the emotional state and the behavior of players that can consequently improve their playing experience.","2573-3060","978-1-7281-0300-6","10.1109/SeGAH.2019.8882473","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882473","Serious Games;Rewarding;Competition;Competitive Reinforcement","Games;Measurement;Training;Automobiles;Reinforcement learning;Deep learning;Acceleration","","2","","23","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"Arm Exercises for Individuals with Spinal Cord Injury: Exergaming versus Arm Cranking","M. M. Rosly; M. Halaki; H. M. Rosly; N. Hasnan; R. Husain; G. M. Davis","Department of Physiology, University of Malaya, Kuala Lumpur, Malaysia; Discipline of Exercise and Sports Science, University of Sydney, Sydney, NSW, Australia; Department of Mechatronics Engineering, International Islamic University, Kuala Lumpur, Malaysia; Department of Rehabilitation Medicine, University of Malaya, Kuala Lumpur, Malaysia; Department of Physiology, University of Malaya, Kuala Lumpur, Malaysia; Discipline of Exercise and Sports Science, University of Sydney, Sydney, NSW, Australia",2019 IEEE 7th International Conference on Serious Games and Applications for Health (SeGAH),"28 Oct 2019","2019","","","1","7","Background: Upper body exercise for individuals with spinal cord injury (SCI) is essential for improving health and fitness but is often constrained to conventional arm crank ergometer (ACE). Exergaming, a form of active video gaming, can provide an alternative upper body exercise that is dose-potent (moderate-vigorous intensity). Objective: This cross-sectional study sought to assess Ratings of Perceived Exertion (RPE) and Physical Activity Enjoyment Scale (PACES) for three types of exercise, Move Boxing (MB), Move Kayaking (MK) and ACE, when conducted within similar heart rate (HR) training zones. Methods: Biomechanical descriptions, RPE and PACES scores were taken for each session. Analyses of variance with Hedge's g were used for significant differences and effect sizes in HR, RPE and PACES scores between the three types of exercises and injury category. Results: The average HR was not different (p=0.489) between exercises (ACE: 110±15, MB: 114±19; MK: 115±17). Tetraplegia (ACE: 95±6, MB: 100±8, MK: 97±12) had lower (p=0.005) average HR than paraplegia (ACE: 117±12, MB: 121±18, MK: 123±13) but when normalised to peak HR was not different (p=0.098). The RPE and PACES were significantly different (p=0.022) between the three types of exercises. ACE produced a lower RPE than both exergames (p=0.002) while Move Boxing was more enjoyable than both ACE (p=0.001) and Move Kayaking (p=0.003). Conclusion: All three exercises achieved vigorous intensity (70-80% of peak HR) for individuals with tetraplegia and paraplegia. Move Boxing was found to be difficult but more enjoyable than conventional ACE when done within similar HR training intensities.","2573-3060","978-1-7281-0300-6","10.1109/SeGAH.2019.8882460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882460","Video games;Boxing;Kayaking;Perceived Exertion;Ergometry;Heart Rate","Heart rate;Training;Biomechanics;Injuries;Games;Legged locomotion;Biomedical monitoring","","3","","41","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"Design and evaluation of computerized cognitive games to improve cognitive performance in multiple sclerosis: A correlation and validation study","A. Achiron; R. Alonix; B. Croisile; M. Gurevich; G. Doniger; F. Tarpin-Bernard","Sackler School of Medicine, Multiple Sclerosis Center, Tel-Aviv University, Tel-Aviv, Israel; Sheba Medical Center, Multiple Sclerosis Center, Tel-Hashomer, Israel; HAPPYneuron, Hôpital Neurologique, Lyon, France; Sheba Medical Center, Multiple Sclerosis Center, Tel-Hashomer, Israel; Ono Academic College, NeuroTrax Corporation, Kiryat Ono, Israel; HAPPYneuron, Villeurbanne, France",2019 IEEE 7th International Conference on Serious Games and Applications for Health (SeGAH),"28 Oct 2019","2019","","","1","7","This paper aims to provide data related to the correlations between web-based cognitive game training tasks and cognitive performance in patients with multiple sclerosis. A brief description of the game training platform, technology required, and design principles are described. Correlations were computed to explore the relationships between performance of cognitive games and the cognitive test battery.","2573-3060","978-1-7281-0300-6","10.1109/SeGAH.2019.8882446","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882446","Cognitive training;games;cognition;multiple sclerosis","Games;Training;Multiple sclerosis;Information processing;Time factors;Correlation","","3","","28","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"A Serious Game for Measuring and Displaying Mathematics Competencies of Disabled Students","U. L. Yuhana; R. G. Mangowal; E. M. Yuniarno; S. Rochimah; M. H. Purnomo","Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia",2019 IEEE 7th International Conference on Serious Games and Applications for Health (SeGAH),"28 Oct 2019","2019","","","1","5","There are fewer researches that use a lot of information from disabled students. However, there are a lot of disabled students who could qualify as a great human resources, albeit receiving less focus on researches. A better way to help the education of disabled students is required. This paper discusses MathBharata CompViewer, the new version of MathBharata, a serious game that displays quiz-type questions to help students study and get better in math. MathBarata CompViewer contains a new design to display questions and a new module to measure and display the competencies achieved by the student. This version lets the teachers understand the log created by the game easier and better. The module shows which questions and competencies the students need to work on. This erases the need to manually analyze the game log. The results shown by the game matches with the results of the manual analysis with 98% accuracy. The addition of the new atmosphere and the new module helps users understand the logs easier.","2573-3060","978-1-7281-0300-6","10.1109/SeGAH.2019.8882462","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882462","competency;disabled students;math;serious game","Games;Serious games;Computer aided instruction;Assistive technology","","2","","17","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"Reha@Stroke - A Mobile Application to Support People Suffering from a Stroke Through Their Rehabilitation","R. Baranyi; P. Czech; F. Walcher; C. Aigner; T. Grechenig","Research Group For Industrial Software, Vienna University of Technology, Vienna, Austria; Research Group For Industrial Software, Vienna University of Technology, Vienna, Austria; Research Group For Industrial Software, Vienna University of Technology, Vienna, Austria; Research Group For Industrial Software, Vienna University of Technology, Vienna, Austria; Research Group For Industrial Software, Vienna University of Technology, Vienna, Austria",2019 IEEE 7th International Conference on Serious Games and Applications for Health (SeGAH),"28 Oct 2019","2019","","","1","8","Stroke is affecting a lot of people worldwide through different age groups. Although it is affecting more older people, stroke within younger people is on the rise and is a big problem for the affected. They have to undergo rehabilitation to hopefully regain lost abilities, which poses a time consuming and monotonous process. This needs to be done together with a therapist and contains a lot of different exercises for different parts of the body. This is where serious gaming emerged within the last few years to support this process by including gaming aspects to increase motivation and compliance of the patients. But there are a lot of different serious games available for supporting stroke patients and normally these games need additional devices for controlling the game. Therefore, the authors propose a new and easy to use solution of a serious game, which is just using the integrated sensors of a mobile device. This game was created together with a therapist with feedback from 13 of his patients throughout an user centred design process. It poses a novel approach with easy to understand levels for movement, gesture and touch exercises, which contain different difficulty levels to fit the individual needs of the patients.","2573-3060","978-1-7281-0300-6","10.1109/SeGAH.2019.8882447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882447","stroke;rehabilitation;mHealth;serious game;gamification","Games;Stroke (medical condition);Sensors;Prototypes;Glass;Thumb;Mobile handsets","","12","","23","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"MyoBeatz: Using music and rhythm to improve prosthetic control in a mobile game for health","C. Prahm; F. Kayali; O. Aszmann","CD Laboratory for Restoration of Extremity Function, Medical University of Vienna, Vienna, Austria; Centre for Teacher Training, University of Vienna, Vienna, Austria; CD Laboratory for Restoration of Extremity Function, Medical University of Vienna, Vienna, Austria",2019 IEEE 7th International Conference on Serious Games and Applications for Health (SeGAH),"28 Oct 2019","2019","","","1","6","The control of a myoelectric prosthesis requires extensive rehabilitative training based on repetitive exercises. But at home, many patients lack the motivation to continue the physiotherapy exercises. Mobile games on a smartphone can contribute to a long-term motivation to continue home training with the necessary intensity. The patients control the game with their muscle signals, exactly how they would control their actual prosthesis. In this study, we examined the usability of the gaming system, its functionality and subjective quality. It was rated highly in all aspects by both experimental groups, with the patient group consistently rating higher than the able-bodied group. Although highly rated, results showed detailed potential for improvement regarding the aesthetics of the app and provided information in-app. The mobile training app not only provides feedback on the correct execution of muscle activation, but also maintains the patient's motivation through various feedback elements. In a clinical pilot study, three upper limb amputees trained their neuromuscular control over the course of four weeks while playing the game and clinical parameters important for prosthetic control have been evaluated pre and post intervention. Significant improvements could be seen in all assessed parameters which supports the thesis that a game-based mobile app can be used to train EMG motor signals for prosthetic control.","2573-3060","978-1-7281-0300-6","10.1109/SeGAH.2019.8882432","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882432","EMG;serious games;rehabilitation;upper limb amputation;prosthesis control;mobile app","Games;Muscles;Prosthetics;Training;Electromyography;Electrodes;Usability","","7","","27","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"Twelve Ways to Reach for a Star: Player Movement Strategies in a Whole-Body Exergame","S. Subramanian; Y. Dahl; N. S. Maroni; B. Vereijken; D. Svanæs","Department of Computer Science, Norwegian University of Science and Technology, Trondheim, Norway; Department of Computer Science, Norwegian University of Science and Technology, Trondheim, Norway; Department of Neuroscience, Norwegian University of Science and Technology, Trondheim, Norway; Department of Neuroscience, Norwegian University of Science and Technology, Trondheim, Norway; Department of Computer Science, Norwegian University of Science and Technology, Trondheim, Norway",2019 IEEE 7th International Conference on Serious Games and Applications for Health (SeGAH),"28 Oct 2019","2019","","","1","8","This paper describes findings from a laboratory-based assessment of a balance-training exergame developed by the authors. The exergame was designed to elicit specific body movements during gameplay involving weight-shift (transfer of body weight from one foot to the other), which is considered beneficial for training balance. The body movements observed during gameplay were analyzed using a modified Labanotation. The study was conducted with twelve able-bodied adults. All users played the exergame successfully, but contrary to our expectations, only 23% of the observed player movements corresponded to the specific body movements the exergame intended to elicit. Despite the low number of intended movements, 49% of the observed movements involved weight-shift. The exergame was therefore appropriate for balance training, although users moved differently than what we had designed for. Regarding balance-training exergames, our findings suggest that designers need worry less about “puppeteering” able-bodied players with a strict choreography to elicit specific body movements. Instead we recommend that designers embrace a less rigid design approach, where the goal is to elicit desired movement characteristics (e.g., weight-shift) through a more open and playful behavior.","2573-3060","978-1-7281-0300-6","10.1109/SeGAH.2019.8882452","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882452","Balance training;Body-based interaction;Design;Exergames;Movement characteristics;Weight-shift","Games;Solar system;Training;Guidelines;Trajectory;Computer science;Neuroscience","","1","","33","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"Scenario-based Serious Game to Teach about Healthcare","R. Schulz; B. Smaradottir; J. T. Olsen; A. Prinz","Department of Multimedia Engineering, Osaka University, Suita, Japan; Department of Information and Communication Technology, University of Agder, Grimstad, Norway; Department of Information and Communication Technology, University of Agder, Grimstad, Norway; Department of Information and Communication Technology, University of Agder, Grimstad, Norway",2019 IEEE 7th International Conference on Serious Games and Applications for Health (SeGAH),"28 Oct 2019","2019","","","1","8","In this paper, we explore the concept of a scenario-based serious game for healthcare solutions. The complexity of the interactions and the multitude of actors is captured in a scenario, which is then played with the help of an additional game platform, here called “scenario system”. The platform allows high school students to play through a healthcare scenario, possibly including eHealth technology, thereby teaching them about interactions and technology used in modern healthcare. The mobile serious game is based on context and role-triggered tasks for the players so that the game is guided, but includes a certain dynamic and flexibility. The project contributes a method and a tool to use scenarios for user testing of eHealth systems and services as well as an alternative method for teaching the complex domain of eHealth systems to unfamiliar users (e.g. highschool students).","2573-3060","978-1-7281-0300-6","10.1109/SeGAH.2019.8882480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882480","eHealth;Human-centred Design;Serious Game;Scenario-based Design","Games;Education;Task analysis;Electronic healthcare;Engines;Information and communication technology","","3","","21","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"A Smart Chair Physiotherapy Exergame for Fall Prevention – User Experience Study","S. Merilampi; K. Mulholland; V. Ihanakangas; J. Ojala; P. Valo; J. Virkki","Faculty of Technology, Satakunta University of Applied Sciences, Pori, Finland; Faculty of Technology, Satakunta University of Applied Sciences, Pori, Finland; Faculty of Technology, Satakunta University of Applied Sciences, Pori, Finland; Faculty of Technology, Satakunta University of Applied Sciences, Pori, Finland; Faculty of Technology, Satakunta University of Technology, Pori, Finland; Faculty of Medicine and Health Technology, Tampere University, Tampere, Finland",2019 IEEE 7th International Conference on Serious Games and Applications for Health (SeGAH),"28 Oct 2019","2019","","","1","5","Older adults form a large and increasing proportion of the world's population, with falls representing one of the major causes of their mortality and morbidity. When considering the aging population, falls and fall-related injuries pose a major challenge, affecting continued ability to perform activities of daily living (ADLs), independence, and quality of life. With the emergence of smart furniture technologies, opportunities arise within the health and rehabilitation sector. Amalgamating technology with game orientated exercise (exergames) facilitates the delivery of entertaining, complimentary tools in the provision of preventative and rehabilitative intervention. The aim of this paper is to study the potential of an exergame for seniors' physical activation. In this study, a prototype physiotherapeutic exergames based on a smart chair was developed in collaboration with physiotherapists and game developers. User experiences were then investigated through a demo event to investigate the motivation, interest, social interaction, and suitability of the game concept for self-initiated physical training. User experience data was gathered based on researchers' observations and a questionnaire. This data was collected from users (older adults) and facilitators (social and health care professionals and students). The results indicate the game and the chair controller to be suitable and accepted by elderly as a mean of self-activation and physical training. The game concept also showed potential in enhancing social interaction in a group-setting. Although the responses from the participants show some variation, generally the results indicate feeling of usefulness and need for exergames. More research is required to investigate the long-term effects of the games on user experiences, physical/social effects, and potential decrease of fall risk.","2573-3060","978-1-7281-0300-6","10.1109/SeGAH.2019.8882482","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882482","physical ability;fall-prevention;older adults;recreation;self-managed rehabilitation;serious games","Games;Prototypes;Training;Senior citizens;Medical services;Visualization","","2","","6","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
"An Interactive Game to aid with Anxiety Management","S. Dheda; R. Heymann","Department E&E Science, University of Johannesburg, Johannesburg, South Africa; Department E&E Science, University of Johannesburg, Johannesburg, South Africa",2019 IEEE 7th International Conference on Serious Games and Applications for Health (SeGAH),"28 Oct 2019","2019","","","1","7","Most, if not all, persons have reacted negatively to stress at some point. However, when daily functioning is hindered by feelings of anxiety, it is likely that a person could be suffering from an anxiety disorder. There are many treatment options available for anxiety and anxiety related disorders that vary in effectiveness depending on the patient, mental health professional and environment in which the treatment is administered. Many sufferers, however, do not approach mental health professionals with their disorders in the first place. This project aims to create a game that is accessible and low-cost and that shields the user from societal stigma to an extent. This game aims to enable the user to indirectly work out of an anxiety attack by starting at a difficult level and ending at an easy level (contrary to traditional gaming convention). Several psychologists have claimed that this game could be effective at managing anxiety symptoms, with an average rating of 65% being awarded for the game's effectiveness at managing anxiety. Hopefully, this project will begin the first of many more accessible and affordable serious games that aim to assist with mental health issues; a serious, albeit often overlooked societal vulnerability.","2573-3060","978-1-7281-0300-6","10.1109/SeGAH.2019.8882483","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882483","anxiety;serious games;management;accessible;mental health;game development;emotional neutrality","Games;Biomedical imaging;Medical treatment;Stress","","3","","15","IEEE","28 Oct 2019","","","IEEE","IEEE Conferences"
