"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[Title page]","",,2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","1","Presents the title page of the proceedings record.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939111","","","","","","","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"[Copyright notice]","",,2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","1","Presents the copyright information for the conference. May include reprint permission information.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939112","","","","","","","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Game-based cultural competence training in healthcare","S. Mayr; S. Schneider; L. Ledit; S. Bock; D. Zahradnicek; S. Prochaka","ISGinnovations GmbH, Vienna, AUSTRIA; ISGinnovations GmbH, Vienna, AUSTRIA; Game Gestalt GmbH, Vienna, AUSTRIA; Game Gestalt GmbH, Vienna, AUSTRIA; Game Gestalt GmbH, Vienna, AUSTRIA; ISGinnovations GmbH, Vienna, AUSTRIA",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","5","Doc and the machine can be described as a game-based qualitative analysis and crowd interpretation software that provides real-time, in-game peer assessment and feedback to encourage user reflection and self-explanation in cultural competence training. The primary audience includes students and trainees in medical and nursing schools and practising healthcare providers looking for professional development and development of new skills that support decision making in culturally sensitive context. The game content is based on real world scenarios and lessons learned from culturally diverse subject matter where experts are involved in socially ambiguous situations that do not have the one right answer.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939113","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939113","","Training;Medical services;Subspace constraints","","1","","15","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Using simulated digital role plays to teach healthcare ‘soft skills’","S. Schutt; D. Holloway; D. Linegar; D. Deman","Centre for Cultural Diversity and Wellbeing, Victoria University, Melbourne, Australia; School of Nursing, University of the Sunshine Coast, Sippy Downs, Australia; Oztron, Melbourne, Australia; Oztron, Melbourne, Australia",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","6","Training deficits in ‘soft skills’ - personal or non-technical skills - have long been lamented by educators and employers despite longstanding evidence of their importance. Virtual environments, combined with online learning management and reporting platforms, offer potential for addressing this gap through affordable and scalable simulations. This paper aims to summarise virtual ‘soft skills’ work undertaken to date, and to explore practical issues encountered by development teams working in this area. The first section provides historical overviews of the ‘soft skills’ term and related digital training initiatives. This is followed by a case study of an interdisciplinary team of Australian software developers, researchers and educators who have built a series of virtual healthcare products. The case study reports on a number of challenges encountered by the team.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939254","virtual environments;soft skills;training;health;simulation;artificial intelligence","Medical diagnostic imaging;Lead;Cultural differences;Medical services","","9","","35","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"A virtual online environment for testing the effect of social and physical context on the effectiveness of health warning messages","D. Glance; Y. Berman; S. Pettigrew; M. Jongenelis; T. Chikritzhs; W. Liang; I. S. Pratt; T. Slevin","The University of Western Australia, Perth, Australia; The University of Western Australia, Perth, Australia; Curtin University, Perth, Australia; Curtin University, Perth, Australia; Curtin University, Perth, Australia; Curtin University, Perth, Australia; Cancer Council Western Australia, Perth, Australia; Cancer Council Western Australia, Perth, Australia",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","7","Testing the effectiveness of warning statements designed to encourage healthy lifestyle behaviours is largely done by showing the messages to study participants in the absence of 'real world' social and physical contexts. This approach does not factor in the impact of the medium of the message. A virtual, 360-degree environment (Messaging360) was developed that online participants can explore and be exposed to messages in a variety of different social and physical contexts: through advertising in a newspaper, labels on products and from a small child and a doctor avatar. The platform allows for large numbers of participants to be tested in a way that models real-life contexts for the messages and so may represent a more effective way of assessing their impact in delivering the health information. Analysis revealed a significant difference in the time spent attending to messages delivered by different people or objects in the simulation. Participants also attended to the message delivered by the doctor avatar longer than the child avatar, which was further affected by the order in which they were encountered. There was also a significant association between age and time spent in the simulation. It was concluded that the Messaging360 platform models real-life contexts closely enough to provoke detectable differences in responses from participants by varying the context in which the message is being delivered. The program and the warning statements can be manipulated to test a broad range of hypotheses in future studies.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939255","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939255","Alcohol;E-Technology;Gamification;Health","Medical services;Alcoholic beverages;Biomedical imaging;Navigation;Cameras;Analysis of variance","","","","22","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Integrating Big Data analytics, virtual reality, and ARAIG to support resilience assessment and development in tactical training","C. McGregor; B. Bonnis; B. Stanfield; M. Stanfield","Faculty of Business and Information Technology, University of Ontario Institute of Technology, Oshawa, Canada; IFTech Inventing Future Technology Inc., Oshawa, Canada; IFTech Inventing Future Technology Inc., Oshawa, Canada; IFTech Inventing Future Technology Inc., Oshawa, Canada",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","7","Combat tactical training activities utilising virtual reality environments are being used increasingly to create training scenarios to promote resilience against stressors and to enable standardized training scenarios to allow trainees to learn techniques for various stressors. Resilience is an important component for mental health. However, assessment of the trainees' response to these training activities has either been limited to various pre and post training assessment metrics or collected in parallel during experiments and analysed after collection rather than in real-time. New Big Data approaches have the potential to provide real-time analytics. We have created a Big Data analytics platform, Athena, that in real-time acquires data from a first person shooter military combat simulation game, ArmA 3, as well as the data ArmA 3 sends to the muscle stimulation component of a multisensory garment, ARAIG that provides on the body feedback to the wearer for communications, weapon fire and being hit and integrates that data with physiological response data such as heart rate, breathing behaviour and blood oxygen saturation. We present results from our initial pilot study from an ethics approved equipment integration study. Our approach is equally applicable for Virtual Reality Graded Exposure Therapy with physiological monitoring.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939256","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939256","Big Data;Virtual Reality;Tactical Training;Resilience;Combat","Muscles;Monitoring;Biomedical monitoring;Sociology;Statistics;Software;Ear","","18","","22","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Positive design of smart interactive fabric artifacts for people with dementia","G. Mann; G. Oatley","School of Engineering and Information Technology, Murdoch University, Murdoch, Western Australia; School of Engineering and Information Technology, Murdoch University, Murdoch, Western Australia",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","8","Confronting the expected rise of dementia as a major health care problem raises many questions about the best ways to adapt the health system to deal with it. To the extent that intelligent assistive technologies can help, there seems to be value in comforting fabric artifacts enhanced by electronic games and activities designed to support, engage and entertain people with dementia. Local cottage industries which now support the creation of textile crafts should be empowered to scale up to meet the growing demand for such products. New design concepts are required to accomplish this in the face of rising costs and limited resources. This paper proposes a four-step design process that meets this need, and provides practical suggestions about how it could be applied in this context. A number of examples are included.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939257","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939257","","Games;Correlation;Irrigation;Databases","","3","","41","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"A usability evaluation of Neuromender's upper limb game-based rehabilitation system for stroke survivors","M. F. Shiratuddin; S. Rai; G. M. Krishnan; M. Newton; Xuequn Wang; F. Sohel; D. Blacker; M. Byrnes","School of Engineering and Information Technology; School of Engineering and Information Technology; School of Engineering and Information Technology; School of Psychology and Exercise Science, Murdoch University, Perth, Western Australia, Australia; School of Engineering and Information Technology; School of Engineering and Information Technology; Western Australian Neuroscience Research Institute (WANRI), Perth, Western Australia, Australia; Western Australian Neuroscience Research Institute (WANRI), Perth, Western Australia, Australia",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","8","Game-based technologies have been widely used as part of stroke rehabilitation. The Neuromender system utilises game-based technologies and consists of serious games that are designed and developed for the purpose of rehabilitation of stroke survivors. In this paper, one of the modules in the Neuromender system which is the “upper limb” module is described and tested for its usability. The upper limb module primarily focuses on the rehabilitation of the upper body extremities of stroke survivors. An experimental study is designed to test the usability of the upper limb module. Various metrics including the optimal distance between the 3D depth sensor device and the survivor, the optimal position of the 3D depth sensor with respect to the survivor, and the response time of the gestures made by the survivors based on their distance to the sensor are evaluated. At the end of the experiments, the optimal distance and optimal position for the survivors to utilise the upper limb module is determined.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939258","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939258","game;Neuromender;stroke;rehabilitation;upper limb","Australia;Robot sensing systems;Performance evaluation;Irrigation;Motion measurement;Servers","","4","","30","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Neuromender∷FlexiBrains","S. Rai; M. F. Shiratuddin; M. Carriedo; A. Harrison; K. Saleh; M. Newton; R. Herne; D. Blacker; M. Byrnes","School of Engineering and Information Technology, Murdoch University, Perth, Western Australia, Australia; School of Engineering and Information Technology, Murdoch University, Perth, Western Australia, Australia; School of Engineering and Information Technology, Murdoch University, Perth, Western Australia, Australia; School of Engineering and Information Technology, Murdoch University, Perth, Western Australia, Australia; School of Engineering and Information Technology, Murdoch University, Perth, Western Australia, Australia; School of Engineering and Information Technology, Murdoch University, Perth, Western Australia, Australia; School of Engineering and Information Technology, Murdoch University, Perth, Western Australia, Australia; Western Australian Neuroscience Research Institute (WANRI), Perth, Western Australia, Australia; Western Australian Neuroscience Research Institute (WANRI), Perth, Western Australia, Australia",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","7","Stroke is a very debilitating disease that a stroke survivor can suffer. It can result in both physical and cognitive deficits in the survivor. Without regular rehabilitation, a survivor will reach a chronic condition resulting in a huge burden. Rehabilitation is expansive, and a major issue is access as care givers are needed to take survivors to rehabilitation centres. This paper presents Neuromender::FlexiBrains, a novel game-based rehabilitation system with autonomous adjustment capabilities that can be used in a stroke survivor's home. The system was developed in collaboration with clinicians, neuroscientists and stroke survivors. Stroke clinicians can customise their rehabilitation to cater for each stroke survivor's deficits. The system enables clinicians to remotely monitor and track their clients' progress. Rehabilitation regimes can also be adjusted remotely. The system enables prescribed monitored rehabilitation to be carried out, and it permits clinicians to take care of more survivors without sacrificing the quality of care.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939259","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939259","cognitive;FlexiBrains;Neuromender;rehabilitation;serious game;stroke","Australia;Lead;Databases;Artificial neural networks","","","","19","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"MPRL: Multiple-Periodic Reinforcement Learning for difficulty adjustment in rehabilitation games","Y. A. Sekhavat","Faculty of Multimedia, Tabriz Islamic Art University, Tabriz, Iran",2017 IEEE 5th International Conference on Serious Games and Applications for Health (SeGAH),"8 Jun 2017","2017","","","1","7","Generally, the difficulty level of a therapeutic game is regulated manually by a therapist. However, home-based rehabilitation games require a technique for automatic difficulty adjustment. This paper proposes a personalized difficulty adjustment technique for a rehabilitation game that automatically regulates difficulty settings based on a patient's skills in real-time. To this end, ideas from reinforcement learning are used to dynamically adjust the difficulty of a game. We show that difficulty adjustment is a multiple-objective problem, in which some objectives might be evaluated at different periods. To address this problem, we propose and use Multiple-Periodic Reinforcement Learning (MPRL) that makes it possible to evaluate different objectives of difficulty adjustment in separate periods. The results of experiments show that MPRL outperforms traditional Multiple-Objective Reinforcement Learning (MORL) in terms of user satisfaction parameters as well as improving the movement skills of patients.","","978-1-5090-5482-4","10.1109/SeGAH.2017.7939260","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939260","","Biological cells;Silicon","","23","","30","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
