"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[Front cover]","",,2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"18 Nov 2013","2013","","","c1","c1","Presents the front cover or splash screen of the proceedings record.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665294","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665294","","","","","","","IEEE","18 Nov 2013","","","IEEE","IEEE Conferences"
"[Copyright notice]","",,2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"18 Nov 2013","2013","","","1","1","Presents the copyright information for the conference. May include reprint permission information.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665295","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665295","","","","","","","IEEE","18 Nov 2013","","","IEEE","IEEE Conferences"
"SeGAH 2013 - Organization","",,2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"18 Nov 2013","2013","","","1","3","Provides a listing of current committee members and society officers.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665296","","","","","","","IEEE","18 Nov 2013","","","IEEE","IEEE Conferences"
"Sponsors","",,2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"18 Nov 2013","2013","","","1","1","The conference organizers greatly appreciate the support of the various corporate sponsors listed.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665297","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665297","","","","","","","IEEE","18 Nov 2013","","","IEEE","IEEE Conferences"
"Designing patient education and counseling practices","M. Silvennoinen; A. Pirhonen; J. Maksimainen","Department of Computer Science and Information Systems, University of Jyväskylä, Jyväskylä, Finland; Department of Computer Science and Information Systems, University of Jyväskylä, Jyväskylä, Finland; Department of Computer Science and Information Systems, University of Jyväskylä, Jyväskylä, Finland",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","7","Patient education and counselling are essential constituents of interaction between a patient and a healthcare organisation. This study explores patient education and counselling practices, focusing on the opportunities of modern technology in the development of interaction with patients. With the help of a qualitative study we illustrate nurses' conceptions about the topic and discuss future opportunities. Our approach is distinctively patient centred; all discussion about the use of technology is from the point-of-view of patient's well-being and empowerment.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665298","patient education;patient counselling;use scenario","Employee welfare;Pain","","","","27","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"Supporting collective learning experiences in special education","C. Afonseca; S. B. i. Badia","Centro de Ciências Exactas e da Engenharia, Universidade da Madeira (UMa), Funchal, Portugal; Centro de Ciências Exactas e da Engenharia, Universidade da Madeira (UMa), Funchal, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","7","Down Syndrome (DS) is one of the most common causes of cognitive disability in our society. In DS, cognitive skills are impaired, and learning requires personalized attention and specific special education approaches. In this context, computer mediated learning, and in particular computer games, are promising as potential tools for the personalization of learning and for engaging users in motivating and stimulating learning experiences. In this paper, we present a virtual reality gaming approach to support DS education, with particular emphasis in collective learning in small group settings. The proposed system addresses some of the main limitations in DS such as training of association and composition/decomposition tasks. Here we present the development of the system and results of a pilot study with special education instructors (N=3) and DS participants (N=4). The results show a high degree of acceptance and suggest that our system can be a valuable tool to support both, instructors and DS users, in the learning experience. In addition, our results support the use of integrated computer based interactive board systems with multiple DS users. We find that group settings seem to be more effective at engaging DS participants and encouraging their autonomy and initiative.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665299","human computer interaction;Down syndrome;trisomy 21;learning technologies;interactive board","Biomedical imaging;Pediatrics","","12","","19","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"ATTAC-L: A modeling language for educational virtual scenarios in the context of preventing cyber bullying","F. Van Broeckhoven; O. De Troyer","Dept. Computer Science - Web & Information Systems Engineering, Vrije Universiteit Brussel, Brussels, Belgium; Dept. Computer Science - Web & Information Systems Engineering, Vrije Universiteit Brussel, Brussels, Belgium",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","8","Cyber bullying (bullying via electronic communication tools) is a relatively recent phenomenon that especially occurs among early adolescents. As cyber bullying may have a serious impact on the mental (and physical) well-being of victims, it is important to develop effective evidence-based interventions against cyber bullying. The “Friendly ATTAC”-project has the aim to develop so-called virtual interactive scenarios (i.e. digital games) to modify behavior patterns associated with cyber bullying among youngsters. The scenarios will be developed during brainstorming sessions involving people from the different disciplines and with different backgrounds, but specialized in the domain of cyber bullying. To allow this non-technical people to specify the virtual interactive scenarios that should be developed, we have developed a domain specific modeling language that allow them to do so in an intuitive and close to natural language way. This paper presents this language in an informal way.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665300","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665300","cyber bullying;domain specific modeling languages;serious games","Lifting equipment;Games","","11","","11","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"Developing a prototype of an Oncobiology serious game for medical education","A. C. R. Martins; F. G. Freitas; P. R. Gonçalves; R. Prada; J. M. P. Desterro; L. Costa; M. I. Crisóstomo","Instituto de Medicina Molecular, Faculdade de Medicina da Universidade de Lisboa, Portugal; Bitmap Brew, Portugal; Bitmap Brew, Portugal; INESC-ID, Universidade Técnica de Lisboa, Portugal; HospItal de Santa Maria, Instituto de Medicina Molecular, Lisbon, Portugal; HospItal de Santa Maria, Instituto de Medicina Molecular, Lisbon, Portugal; Instituto de Medicina Molecular, Faculdade de Medicina da Universidade de Lisboa, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","6","We are creating a serious game in Oncobiology that will allow the player to support clinical decisions with biological data, with the aim of promoting hypothesis-driven clinical research. Serious games are becoming an important subject of research as they are a tool with increasing potential to the acquisition of knowledge and training of skills. Physicians in general and oncologists in particular are in constant need for continuous learning. In cancer management, biology plays a crucial role, as new advancements from basic science are constantly being translated into clinical practice. This paper documents the development of the prototype of the Oncobiology Game.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665301","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665301","","Biology;Abstracts;Irrigation;Games;Libraries","","1","","17","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"A serious game for EVAcuation training","J. F. Silva; J. E. Almeida; R. J. F. Rossetti; A. L. Coelho","Department of Informatics Engineering, University of Porto, Porto, Portugal; LIACC - Laboratory of Artificial Intelligence and Computer Science, University of Porto, Porto, Portugal; LIACC - Laboratory of Artificial Intelligence and Computer Science, University of Porto, Porto, Portugal; LNEC - National Laboratory of Civil Engineering, Lisboa, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"18 Nov 2013","2013","","","1","6","Serious Games are increasingly used as a training and educational tool. Fire keeps claiming a high number of victims. Some authors allege failures during the evacuation process as the main cause that contributes for that number. Fire drills are used to train buildings' occupants for emergency situations. However, fire drills' participants often have prior knowledge of their schedule and as result they are not as focused as they should. Moreover, fire drills require the mobilization of some resources, leading to financial costs. Performing a fire drill will always affect the normal functioning of the place where they take place; for this reason, sometimes they are not performed at all. In some special locations, like hospitals, fire drills are unsuitable. Emergency planning is crucial to prevent and minimize damage and victims. Albeit the improvement on safety measures, many occupants and employers in this type of buildings still lack adequate knowledge and training on how to behave in such hazardous situations. EVA is presented as a possible solution, which is based on the concept of Serious Game that can be used as a training tool for healthcare professionals. A preliminary prototype was developed. A sample of 20 subjects was selected to test it giving promising results. Results also showed that users who had training in fire prevention appear to perform better in the course. Moreover, participants who regularly play computer games overcame easily the game challenges. Further research and development are still to be explored, which are discussed in the concluding part of this paper.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665302","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665302","Serious Games;Evacuation;Emergency Planning;Building evaluation;Egress","Fires;Lead;Hospitals;Games;Personnel","","30","","14","IEEE","18 Nov 2013","","","IEEE","IEEE Conferences"
"Leveraging the learning process in health through clinical cases simulator","C. D. Flores; P. Barros; S. Cazella; M. R. Bez","Graduate Program in Health Sciences, Federal University of Health Sciences of Porto Alegre, Porto Alegre, RS, Brazil; Graduate Program in Health Sciences, Federal University of Health Sciences of Porto Alegre, Porto Alegre, RS, Brazil; Graduate Program in Health Sciences, Federal University of Health Sciences of Porto Alegre, Porto Alegre, RS, Brazil; University of FEEVALE, Novo Hamburgo, RS, Brazil",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","6","This paper presents a multi-agent learning system for health care practitioners named SimDeCS (Simulation for Decision Making in the Health Care Service). The main contribution of this work is the system architecture, model-learning environment supported by artificial intelligence techniques, and its evaluation as a educational software. The SimDeCS was designed as a multi-agent system, composed by three intelligent agents: Domain Agent, Learning Agent and Mediator Agent. The Domain Agent implements the knowledge model by probabilistic reasoning (Bayesian networks), with the knowledge encoded by human experts. The pedagogical strategies emerge from an influence diagram, based on the student's conduct during the simulation. Some results related with the SimDeCs evaluation are presented.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665303","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665303","SimDeCS;simulation;Artificial Inteligence","Heating;ISO;Reliability","","6","","19","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
"My Crohn's diease on real time information","C. A. Pernencar","Design Department, UNIDCOM/IADE, Lisbon, Portugal",2013 IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH),"21 Nov 2013","2013","","","1","7","Living with chronic diseases have an enormous impact in patients daily lifes. For doctors and clinics dealing with all the information details of each patient it's not easy also. When we have other external user, the patient's family becomes even more complex, because of privacy polities and environments. This research intended to recognize paths to create a framework “My Crohn” based on real time information for different kind of interfaces using an iterative process design to redesigned health information, through overlapping multidisciplinary methodologies, in order to get heterogenetic interfaces and innovate in the user's experience as a way to understand the HCI ecosystems for e-health interfaces.","","978-1-4673-6165-1","10.1109/SeGAH.2013.6665304","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6665304","Crohn Disease;Human Computer-Interaction;Iterative Design;Real Time Information;User Experience Design","Medical diagnostic imaging;History;Synchronization;Registers;Diseases;Androids;Humanoid robots","","3","","37","IEEE","21 Nov 2013","","","IEEE","IEEE Conferences"
