"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[Front cover]","",,2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","c1","c1","Presents the front cover or splash screen of the proceedings record.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586220","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586220","","","","","","","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"[Front cover]","",,2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","1","Presents the front cover or splash screen of the proceedings record.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586221","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586221","","","","","","","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"[Copyright notice]","",,2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","1","Presents the copyright information for the conference. May include reprint permission information.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586222","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586222","","","","","","","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Table of contents","",,2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","3","The following topics are dealt with: serious games; health; and medical technology.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586223","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586223","","","","","","","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Authors index","",,2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","5","Presents an index of the authors whose articles are published in the conference proceedings record.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586224","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586224","","","","","","","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Architecture to portals of serious games and virtual environments with performance evaluation during sequences of activities","T. K. L. Costa; L. S. Machado; A. M. G. Valença; R. M. Moraes","Department of Exact Sciences, Federal University of Paraíba (UFPB), Paraíba, Brazil; Informatics Center, Federal University of Paraíba (UFPB), Paraíba, Brazil; Department of Clinical and Social Dentistry, Federal University of Paraíba (UFPB), Paraíba, Brazil; Department of Statistics, Federal University of Paraíba (UFPB), Paraíba, Brazil",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","8","In the context of teaching and learning in health, the game portals can provide useful functions to the educational context. Based on this potentiality, this work presents a general architecture for the development of educational web portals that support performance evaluation along the sequence of activities composed by serious games and virtual environments. The general architecture defines a set of services that can be used to organize and evaluate sequences of educational activities which involve games and virtual environments. A sequence of activities concerns an organization of applications, like games or virtual environments, aiming educational objectives. The activities are combined and arranged in hierarchical levels to offer challenges with different degrees of difficulty. The evaluation of the activity sequences is done automatically although is personalized by the mediator. The analysis is performed per level and based on accomplishment of the educational objectives selected by the mediator for the evaluation. The educational objectives were divided in three domains: cognitive, affective or psychomotor. This characteristic is important to address skills that go beyond the cognitive domain, like motor skills and personal values.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586225","learning in health;educational portals;serious games;virtual environments","Training;Games;Virtual environments;Portals;Context;Planning","","3","","11","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Sepsis Fast Track: A simulation game for Clinical education based on the Sepsis Fast Track protocol","C. Ribeiro; M. Monteiro; J. B. Hauge; J. Pereira; T. Antunes","INESC-ID, Lisbon; Serviço de Urgência Geral Centro Hospitalar Lisboa Ocidental, Lisbon, Portugal; Bremer Institut für Produktion und Logistik, Bremen, Germany; Portugal Instituto Superior Técnico, Universidade Técnica de Lisboa, Lisbon, Portugal; Portugal Instituto Superior Técnico, Universidade Técnica de Lisboa, Lisbon, Portugal",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","8","Sepsis is a serious medical condition responsible for high levels of in-hospital mortality. It requires fast diagnosis and treatment, since the survival rate decreases 7.6% for every hour without treatment. In order to facilitate this process of diagnosis and medical therapy, the Portuguese Directorate-General of Health issued a document regulating the implementation of a Sepsis Fast Track protocol based on the Surviving Sepsis Campaign guidelines. Training of emergency department healthcare professionals is essential, and should be attended regularly in order to refresh knowledge and to be made aware of updates to any changes of the protocol. Currently, this training is conducted through traditional learning methods often considered as outdated for the younger generation, the so-called ""digital natives"". The usage of serious games is a trend that has been considered when discussing new tools for teaching and training in various fields, including healthcare. Several research works on the impact of applying such technologies in healthcare, stating that serious games could provide new approaches and opportunities have been published. This paper presents the Sepsis Fast Track serious game. It is a serious game developed to teach and train nurses and physicians working in hospital Emergency Departments on the Sepsis Fast Track protocol. An evaluation study carried out with the healthcare professionals is also presented. The main goal of which was to evaluate the impact of serious games on professional working practices.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586226","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586226","","Games;Training;Protocols;Hospitals","","2","","19","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Questions for Serious Game development for success","J. Peery","Lead Game Designer, College of Nursing, Greenville, North Carolina",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","4","Examining issues and constructs developers of Serious Games should be aware of in order to make their endeavor successful from an educator acceptance and educational outcomes perspective: The distilled experiences from The Virtual Clinic Learning Environment development cycle.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586227","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586227","","Games;Education;Medical services;Entertainment industry;Media;Context;Interviews","","3","","5","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"eMot-iCan: Design of an assessment game for emotion recognition in players with Autism","D. Sturm; E. Peppe; B. Ploog","College of Staten Island (CUNY), Department of Computer Science, Staten Island, NY, USA; College of Staten Island (CUNY), Department of Computer Science, Staten Island, NY, USA; College of Staten Island (CUNY), Department of Psychology, NY, USA",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","7","We present an emotion recognition game, eMot-iCan, that is designed to assess and possibly remediate social accessibility in individuals with Autism Spectrum Disorders (ASDs). The game tests the theory that atypical attention patterns are at the root of several of the features that characterize ASD. These features include impaired social and communicative skills, difficulty in adapting to changing environments, and academic underachievement. Our framework applies trials designed by domain experts that allow for standard repeatable measures across sessions and players. The game is designed to go beyond drilling skills; instead it aims to assess and customize learning. We are currently piloting the game with administrators of the game and with players with a wide range of skills and abilities for the assessment and possible treatment of autism spectrum disorders (ASD).","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586228","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586228","serious games;health games;assistive technology;emotion recognition assessment","Games;Emotion recognition;Autism;Testing;Buildings;Mouth;Shape","","15","","24","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
"Enhancing protective role-playing behaviors through avatar-based scenarios","C. E. Hughes; T. Hall; K. Ingraham; J. A. Epstein; D. E. Hughes","Department of Computer Science; Student Health Services, University of Central Florida, Orlando, FL, USA; College of Education & Human Performance; Department of Public Health, Weill Cornell Medical College, New York, NY, USA; Department of Mathematics & Computer Science, Rollins College, Winter Park, FL, USA",2016 IEEE International Conference on Serious Games and Applications for Health (SeGAH),"10 Oct 2016","2016","","","1","6","This paper describes a virtual environment, called CollegeLiVE that presents users with an experience centered on realistic social interactions that first-year college students likely encounter. The virtual characters and settings present participants with typical situations that can challenge them to address peer pressure surrounding alcohol consumption and related situations from walking or driving while inebriated as well as determining how best to handle undue pressure placed on others to drink or engage in sexual activity. The employment of digital puppeteering in addition to agent-based control of virtual characters (avatars) makes this virtual environment potentially helpful in enhancing protective skills meant to reduce risky drinking practices and associated behaviors. The presence of a human-in-the-loop avoids the shortcomings of pure agent-based control, affording an experience in which avatars respond appropriately to both verbal and nonverbal cues in dialogues with a user. Reflection (self assessment of how one handled different situations) and after-action review (feedback about one's performance from a coach) enhances learning from the experience.","","978-1-5090-2210-6","10.1109/SeGAH.2016.7586229","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586229","avatars;interactors;peer influence;protective strategies;reflection;virtual environments","Alcoholic beverages;Games;Virtual environments;Avatars;Animation;Computer science;Education","","4","","12","IEEE","10 Oct 2016","","","IEEE","IEEE Conferences"
